"review_movie_title","review_movie_title_url","review_name","review_url","review_comment","review_username","review_username_url","review_date","review_rating"
"","","A Popular Film That Deserves Its Popularity","https://www.imdb.com/review/rw6770639/?ref_=tt_urv","If you like hopeful, surprising, never-seen-before characters, you will enjoy this amusing story of a family of prisoners victimized by the system and a Bible thumping pig.
Robbins and Freeman, and everybody else, gives perfect performances for their characters. Their actions and body languages are perfect for this story and movie.
26 out of 38 found this helpful. Was this review helpful? Sign in to vote.
Permalink","james-in-ab","https://www.imdb.com/user/ur131017397/?ref_=tt_urv","2 April 2021","9"
"","","The best film ever made!","https://www.imdb.com/review/rw2049749/?ref_=tt_urv","'The Shawshank Redemption' is the best film ever made in the history of world cinema! The Best Hollywood Film Of All-Time! A Masterpiece! A cult classic! A legendary Epic! A Film that you moves you, leaves you stunned!
Performances: Tim Robbins is astounding, his careers finest after Mystic River. Morgan Freeman is masterful, his careers finest after Million Dollar Baby. Others are excellent.
'The Shawshank Redemption' is cinema at its very best. My salute to this flick! A true Masterpiece! I just love this film! The most powerful film of all-time.
11 out of 17 found this helpful. Was this review helpful? Sign in to vote.
Permalink","namashi_1","https://www.imdb.com/user/ur8503729/?ref_=tt_urv","9 April 2009","10"
"","","A CLASSIC","https://www.imdb.com/review/rw4393882/?ref_=tt_urv","This film will stand the test of time And it will remain one of the best films ever made
Please do not remake this gem It must be left alone..
Superb
5 out of 6 found this helpful. Was this review helpful? Sign in to vote.
Permalink","ben2104","https://www.imdb.com/user/ur30440871/?ref_=tt_urv","13 October 2018","10"
"","","Really good adapted screenplay but that's not enough to being the top rated movie of all time.","https://www.imdb.com/review/rw4970433/?ref_=tt_urv","Storyline is really good so it's a story from Stephen King's book, how can be bad? But that's not enough to be the top rated movie of all time.
But people are confused about something. That thing is this movie is not the best movie of all time, it is the highest rated movie. That makes it doesn't matter your age or gender or what genre you like, you'll like this movie. Yes, it can be your favorite movie but objectively I won't trust your opinion on movies that much.
The movie has really good acting and screenplay and these are the most important things in a movie. Also Costume Design and Set Decoration is really good. But this movie average quality of Cinematography, Scores and Sound Effects. Okey maybe that scores or cinematography is not bad but we are talking about the top rated movie of all time. The Green Mile is directed by same person, Frank Darabont. And that movie has amazing Screenplay, Film Editing, Acting Cinematography, Makeups, Costumes, Art Direction and Set Decoration. All of them are really good, just scores are average. But as I sad in this movie we don't have amazing Cinematography, Film Editing, Original Scores...","EVON1TY","https://www.imdb.com/user/ur47939660/?ref_=tt_urv","1 July 2019","9"
"","","A Revolution in Storytelling","https://www.imdb.com/review/rw7123790/?ref_=tt_urv","It's difficult to review a movie made 25 years ago and say there has been nothing better since, but it is true. The storytelling and the production and the acting and the morality and the good guys and the bad guys and the hope it conveys..., But seeing this in 2021 (again) I have to say the praise is justified.
There is just something about Shawshank Redemption.
Want to know something amazing? Look at the director's credits. Not into cashing in, is he?
23 out of 28 found this helpful. Was this review helpful? Sign in to vote.
Permalink","jamie-hazard","https://www.imdb.com/user/ur134591952/?ref_=tt_urv","15 July 2021","9"
"","","Beautiful movie","https://www.imdb.com/review/rw5527588/?ref_=tt_urv","Quite deserving of such acclaim, the acting is superb, the storyline captivating, and the cinematography quite beautiful. The storyline itself was unexpected and I quite enjoyed watching it unfold. Tim Robbins is really incredible in that his character comes off so subtly. And let's be honest, how can any movie narrated by Morgan freeman be bad?
6 out of 8 found this helpful. Was this review helpful? Sign in to vote.
Permalink","Calicodreamin","https://www.imdb.com/user/ur29385135/?ref_=tt_urv","5 March 2020","10"
"","","A bit overrated, but still an amazing film","https://www.imdb.com/review/rw1373454/?ref_=tt_urv","It's times like these that almost tempt me to grab Jigsaw off the shelf. It's been almost a month since I saw a film that was flatout bad; the worst review I've given in weeks was a 6/10 to Flightplan. This film obviously didn't break my streak.
I went into it knowing next to nothing, only that IMDb has it ranked as the second best movie of all time, that it was based on a story by Stephen King, and that it took place in a prison. Needless to say, it blew me away. I wont say a thing about the plot, just so that others who've yet to see this film have a chance at the same experience as me. I will say this though: It has some of the most subtle and unexpected twists you will ever see. One in particular stands out above the rest.
Not much can be said about the actors that hasn't been said. Morgan Freeman gives one of the best performances of his career, and even though I've only seen 2 or 3 other Tim Robbins movies, I'm sure the same can be said for him.
Though I don't agree with the multitudes of people that call this the best movie ever made, it was still a very good, very well made, very entertaining and almost heartbreaking film.
9/10","Vampenguin","https://www.imdb.com/user/ur3435249/?ref_=tt_urv","21 May 2006","9"
"","","A melodramatic, motherf***ing masterpiece","https://www.imdb.com/review/rw1279935/?ref_=tt_urv","In this review I'm not going to give a plot synopsis of this film because I'm sure everybody else who has commented on it has. However, I will express the positive effect it can have on the viewer if they let it.
The acting is uncommonly magnificent. Morgan Freeman delivers the greatest performance of his brilliant career as the seasoned life-serving prisoner Ellis Boyd ""Red"" Redding, Tim Robbins holds his own against Freeman as Andy, the central character, James Whitmore's portrayal of the institutionalized Brooks provides the backbone of the story, Bob Gunton is wonderful as the corrupt Warden Norton, and Clancy Brown's commanding performance as Captain Hadley, the sadistic head prison guard, almost makes him steal the show from Freeman.
Frank Darabont's restrained direction of the delicate story is critical for the film to not become sentimental or clichéd, and his beautiful adaptation of the Stephen King story on which the movie is based is a real breath of fresh air. On account of Darabont, the film shows that special effects are not needed to tell a great story in film. As a 17-year-old male, I love special effects movies as much as the next person, but they get boring after a while. Plus many people forget that there was a time in cinema when the blockbuster didn't exist, when they made movies that just told great stories and gave the audience a chance to be uplifted by those stories without the creators having to resort to special effects. I applaud you for having the guts to make a non-commercial film that reminds people of that in this day and age, Mr. Darabont.
SPOILER ALERT!
As with all truly great films, 'The Shawshank Redemption' is full of scenes that have become entrenched in the public's collective consciousness. There's the scene where Andy plays the opera record over the loudspeaker for all the inmates in the prison, Captain Hadley bashing ""Fat @$$"" to death for crying during his first night in prison (a very powerful scene), Red giving his ""Rehabilitated?"" speech to the board of parole officials, the Warden getting his final judgement, and of course, Andy crawling to freedom through what Red in his narration calls ""500 yards of s**t-smelling foulness I can't even imagine,"", the scene which for me is perhaps the greatest movie scene of the '90s.
END OF SPOILERS!
I thoroughly recommend this cinematic masterpiece, which has earned its place in my humble top ten films of all time list, to anybody. Whatever gender, age, religion, nationality etc. you are and whatever language you speak, I guarantee it will change your life, or perhaps even save it. Movies like 'The Shawshank Redemption' only come along once every decade, if that. Unforgettable.
10/10.","Science_Fantasy_Guy","https://www.imdb.com/user/ur1653550/?ref_=tt_urv","31 January 2006","10"
"","","#1 on IMDB's top 250, one of the best movies of all time and more than 6200 reviews... what's more to say about this movie?","https://www.imdb.com/review/rw4729101/?ref_=tt_urv","As I said in the summary, there are too many reviews for this movie and it's among the best movies of all time. So, why I wanted to review it? Because this movie touched me so deeply and I found it so great and powerful that I have to say my opinion at all costs. This is out of my system, now I can go to the review.
THE SHAWSHANK REDEMPTION is a masterpiece and only a idiot wouldn't watch it (or hate it). Everything in this movie is perfect: the dialogue is clever and well written, with many great lines (included also in the narration by Morgan Freeman), the cinematography is great, the soundtrack is among the best that were ever heard in 1990s movies, and the performances are very strong and heartfelt. Tim Robbins and Morgan Freeman give their best performances in their careers. Robbins is hard to empathize with at the beginning, but more the movie goes on more you come to like him. Freeman also narrates the movie, and here is suave, easy to empathize with and likeable (as in all his other movies). And also the supporting players in the movie are good, including James Whitmore in one of his final roles as Brooks Hatlen.
My favourite scene apart the tear-jerking ending? The scene of the inmates listening to the Mozart aria through the speakers. So, you don't have to like prison dramas for liking this movie. Yes it's depressing and sad in points - but is also perfectly and cleverly written and acted, and deserves all the praises that received. A movie that has to be seen at least once, and if you don't love it I suggest you to go to a psychiatrist!","bellino-angelo2014","https://www.imdb.com/user/ur57910549/?ref_=tt_urv","17 March 2019","10"
"","","Well Worth A Read.","https://www.imdb.com/review/rw0348675/?ref_=tt_urv","I enjoyed reading Stephen King's short story ""Rita Hayworth And Shawshank Redemption"" from the book ""Different Seasons"" more than watching the movie. However, it's still one of my favourite movies of all time.
It has very few peers, and has to be seen. It is Awesome.
22 out of 38 found this helpful. Was this review helpful? Sign in to vote.
Permalink","daveisit","https://www.imdb.com/user/ur0926576/?ref_=tt_urv","26 December 2000","10"
"","","Good movie, but best of all time? Hardly . . .","https://www.imdb.com/review/rw0348234/?ref_=tt_urv","I was a little surprised at first to see this film ranked #1 out of all possible candidates in the IMDB user ratings. When I thought about it, though, it made more sense--this is a ""Rocky""-type feel-good movie that doesn't really make you think and reinforces what we would all like to believe about human nature. Don't get me wrong--it's a fine film (I gave it a solid 7 out of 10), it's just not, in my view, up there with _Casablanca_ and _The Graduate_.
I guess the main problem I have with _Shawshank_ is the nature of the script and characters. Think about it: is there a single person in the film who isn't a one-dimensional cardboard cut-out with very simple motivations, or a Hollywood cliche or stereotype? We have (in no particular order), a corrupt, bigoted prison warden (who is a religious hypocrite for good measure), a brutal prison guard, a man who is wrongly accused of murder, an old convict who knows all the ropes and can't live on the outside, and a convict who is murdered by the brutal guards. Now where have we seen this stuff before? Only in a few dozen movies made from the 20s to the 90s. There's really nothing new here. Probably this comes from the fact that the story is from Stephen King, who doesn't really do well with complex characters (a problem I noted as far back as _Carrie_).
If you want to see a good prison picture, try _Cool Hand Luke_ (from which this movie borrows considerably). If you want an escape picture, see either _The Great Escape_ or _Papillon_, both with Steve McQueen. Or if, by some chance, you want a crime and punishment movie that really makes you think, go with the late great Stanley Kubrick's _A Clockwork Orange_.
I couldn't stop thinking about the warden: doesn't he have a family? How did they feel? What are they going to do now? I realize the story is inside the prison, but I wish the movie had made better use of its characters than simply as simple-minded symbols of EVIL or VIRTUE.
I'm not Mr. Cranky, I did enjoy the movie, but I enjoyed it the same way I do an Italian dinner at the Olive Garden--a well-constructed genre product with nothing special to commend it.","DrJoTab","https://www.imdb.com/user/ur0138488/?ref_=tt_urv","12 April 1999","7"
"The Shawshank Redemption","https://www.imdb.com/title/tt0111161/?ref_=tt_urv","Hope is a dangerous thing","https://www.imdb.com/review/rw1284591/?ref_=tt_urv","8 out of 11 found this helpful. Was this review helpful? Sign in to vote.
Permalink","osnelgro","https://www.imdb.com/user/ur7533368/?ref_=tt_urv","6 February 2006","10"
"","","I didn't think films could be this good....","https://www.imdb.com/review/rw1317090/?ref_=tt_urv","The Shawshank Redemption came out in 1994 and was an absolute flop but found its real audience in home video, peaking as the most rented video of 1995 in the USA.
A wonderful film that takes you into the prison experience of Red(Morgan Freeman) and Andy (Tim Robbins). Andy being a banker convicted of murder and Red a murderer already serving time, this movie takes you to the limits of human endurance, where the human spirit eventually prevails.
The TSR takes you on an emotional journey that you will remember for a long time, thanks to the superb crafting of the film and sincere performances by the cast. The score is deep and haunting, this film is for the ages and will permenantly have a place in my heart. To me it is the best film of the 90's and quite possibly one of the best of all time.
The fact that this film is sitting at No.2 is a testament to just how many people love this film, many viewers seem to have an emotional bond with the film, and I don't blame them. I only wish that I could view the film for the first time again, and experience that redeeming feeling Andy and Red experienced at the end.
Ignore the hype surrounding the film and judge it on your own experience, the last half hour are especially beautiful. Watch this if you already haven't, and enjoy the masterpiece that Frank Darabont has so gracefully given us the privilege of viewing. 10/10","kasparov","https://www.imdb.com/user/ur3477378/?ref_=tt_urv","16 March 2006","10"
"","","10 out of 10","https://www.imdb.com/review/rw5800922/?ref_=tt_urv","Don't want to say any words about this film. Just a perfect 10.
29 out of 50 found this helpful. Was this review helpful? Sign in to vote.
Permalink","strikefirst-68052","https://www.imdb.com/user/ur116321187/?ref_=tt_urv","5 June 2020","9"
"","","Freeman gives it depth","https://www.imdb.com/review/rw2918939/?ref_=tt_urv","Andy Dufresne (Tim Robbins) is a banker convicted of murdering his wife and her lover. He always professes his innocence, but is thrown into Shawshank Prison with other lifers like Red (Morgan Freeman).
Director Frank Darabont has made a prison fable out of a Stephen King short story. It is well acted by Tim Robbins and Morgan Freeman. Freeman is especially important as he is the narrator and the POV of the story. It's his lyrical voice that makes this fable compelling. It could have easily been a simple prison movie that rang hollow. Freeman gave the readings depth.
If there is one complaint, it is Andy's claim of innocence. It needs to be shown early on during the trial. Instead, we derived mostly from Andy's demeanor. It needs to be a big declaration at the beginning. When Tommy (Gil Bellows) tells the story, he should include one detail from the trial like the 8 bullets. That way, the audience can get an aha moment. It's a minor point, and overall this is a good prison fable.","SnoopyStyle","https://www.imdb.com/user/ur2898520/?ref_=tt_urv","8 December 2013","8"
"","","Outstanding","https://www.imdb.com/review/rw7850553/?ref_=tt_urv","Great movie still holds up well today. Cinematography top notch, acting amazing from whole cast, directing on point, casting fantastic. Couldn't ask for anything better.
3 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink","whiskeyinabowlerhat","https://www.imdb.com/user/ur149761646/?ref_=tt_urv","9 February 2022","8"
"The Shawshank Redemption","https://www.imdb.com/title/tt0111161/?ref_=tt_urv","Excellent Movie, But Not ""Greatest of All Time.""","https://www.imdb.com/review/rw1821855/?ref_=tt_urv","27 out of 51 found this helpful. Was this review helpful? Sign in to vote.
Permalink","jbartelone","https://www.imdb.com/user/ur7602045/?ref_=tt_urv","17 February 2008","8"
"","","Over Rated","https://www.imdb.com/review/rw0349518/?ref_=tt_urv","There is no denying that this is a very good movie. The acting is great and it tells a good story.
Personally, I find it a bit too long and a little too sweet for my taste, but its far from a bad film.
On the other end of the spectrum I have yet to understand why this film was nominated for as many Oscars as it was and why so many people have fallen in love with it. To place it on the same level as The Godfather and several hundred other films has to be the result of different tastes.
This is a film that should be seen because its a good movie, not because its a great one.
89 out of 200 found this helpful. Was this review helpful? Sign in to vote.
Permalink","dbborroughs","https://www.imdb.com/user/ur3079504/?ref_=tt_urv","24 April 2004","7"
"","","Superb prison buddy story - but sadly unimportant film","https://www.imdb.com/review/rw1446762/?ref_=tt_urv","If you simply see this as a straightforward storytelling prison film, then it is excellent (10/10) because it truly gets you involved in its main character. It is an extremely enjoyable and compelling experience with a heartfelt and well-acted buddy-story at its core. It delicately--and sometimes brutally--juxtaposes Andy Dufresne's (Tim Robbins) good-natured character with the harshness of prison life, projecting so much heart in doing so.
However delightful as it is, The Shawshank Redemption has no allegories and no statements to make and it brought nothing new to cinema in either style or substance. It had no revolutionary ideas or approaches - it's only a very safe buddy-story. A damn good one, but still just that. So it can impossibly be a film that will be remembered or studied, because what will it be remembered for? Friendship? Huh, neat. I therefore don't think it's entirely deserving of being considered the #2 greatest film of all time on IMDb.com.
But moving on and looking past that, it is possibly one of my all-time favourite films for the feelings it leaves. Sure, it often jerks you for tears just a bit too purposely, but this is forgivable because emotion is crucial to a prison story. On top of that, it never falls prey to predictable sappiness - probably because of its content which is devoid of sentimental romance and instead fills you up with a tragic friendship. It is so well-sewn together by a feel-good narrative by Morgon Freeman that it is impossible not to enjoy this film.
9/10","Flagrant-Baronessa","https://www.imdb.com/user/ur5513934/?ref_=tt_urv","13 August 2006","9"
"","","Oh my godmother","https://www.imdb.com/review/rw1995580/?ref_=tt_urv","Three words: Oh. My. God.
How am i supposed to describe this absolutely fantastic and unbelievable film in words? I don't know. But I'll give it a shot. Here goes.
This movie is just bloody excellent, brilliant, fantastic, unbelievable, not a thing wrong with it, shocking (in a good way), heck, pretty much every single good comment word you can think of.
I mean, for gods sake, its so damn good it takes your breath away! i seriously could not speak after it! it instantly took every other film i had seen under its shadow, and that's saying something, as i have seen some pretty excellent films.
There's not a single actor or actress in this movie who is crap!!! standouts are Morgan freeman, Tim Robbins, and the dude who plays brooks.
I could say 1239643609260246704272628xinfinity more things good about this movie, but unfortunately I haven't got that much space, and my fingers would get sore.
An absolute must see for everyone, and I'm positive that ill never see another movie better than this, and this will stay at #1 on my list forever.","shiny-metal-ass","https://www.imdb.com/user/ur19171828/?ref_=tt_urv","25 December 2008","10"
"","","Superb","https://www.imdb.com/review/rw3375854/?ref_=tt_urv","Superb movie.
Based on a Stephen King short story, the story of Andy Dufresne (played by Tim Robbins), sent to prison for murdering his wife and her lover. In prison he is befriended by ""Red"" Redding (Morgan Freeman) who helps him survive the harsh prison life.
A beautiful, moving story. Characters are steadily and solidly developed, and you feel an empathy for the main characters. Direction by Frank Darabont is subtle, and perfect. Pacing is spot- on.
Tim Robbins and Morgan Freeman are excellent in the lead roles. Freeman got a Best Actor Oscar nomination for his efforts.
Well deserving of all the praise heaped upon it. Just a pity it didn't garner any Oscars, losing out, in the most part, to a far inferior movie, Forrest Gump.","grantss","https://www.imdb.com/user/ur2860723/?ref_=tt_urv","20 December 2015","10"
"The Shawshank Redemption","https://www.imdb.com/title/tt0111161/?ref_=tt_urv","Easy-breezy, obvious as a child's lie.","https://www.imdb.com/review/rw2131946/?ref_=tt_urv","14 out of 25 found this helpful. Was this review helpful? Sign in to vote.
Permalink","secondtake","https://www.imdb.com/user/ur20961309/?ref_=tt_urv","25 September 2009","7"
"","","A Truly Uplifting Film","https://www.imdb.com/review/rw0348778/?ref_=tt_urv","Shawshank Redemption is without a doubt the most uplifting and touching film I have ever seen. It is the only movie I've seen that has made tears of happiness come to my eyes. I would (and do) recommend this film to anyone and everyone.
16 out of 23 found this helpful. Was this review helpful? Sign in to vote.
Permalink","Sara-18","https://www.imdb.com/user/ur0193972/?ref_=tt_urv","28 December 1998","10"
"","","Mystery","https://www.imdb.com/review/rw2258908/?ref_=tt_urv","I still can't quite get the enormous reputation of this film. I saw it again last night and instead of clearing up the mystery, the mystery got thicker. It is enjoyable film with very good performances by Tim Robbins, Morgan Freeman, James Whitmore etc, but...the most highly rated film ever? I don't get it. The voice over alone seems to belong to a so so film. I love Morgan Freeman's voice but he's telling us what we're seeing. So, the sterling reputation damages the enjoyment of the film because one is expecting something that never, really, arrives. The most interesting aspect is Tim Robbins's psychological journey. Credible or incredible doesn't quite matter, I did go with him without asking too many questions. Morgan Freeman's humanity is contagious and inspiring, whether credible or not because I bought it. So, a masterpiece? No. Good, even very good? Yes.
94 out of 186 found this helpful. Was this review helpful? Sign in to vote.
Permalink","mocpacific","https://www.imdb.com/user/ur6657969/?ref_=tt_urv","3 June 2010","7"
"","","Stephen King's prison tale with a happy ending...","https://www.imdb.com/review/rw1477330/?ref_=tt_urv","THE SHAWSHANK REDEMPTION is a kind of morality tale that is definitely one of Stephen King's more restrained kind of stories, dealing mostly with a character study of two individuals sharing imprisonment and the consequences that await them when the tale ends.
TIM ROBBINS is a man wrongly convicted of murder and serving a long prison term while MORGAN FREEMAN (who plays the narrator with great dignity) describes himself as ""the only guilty man in Shawshank."" The hardships of prison life are captured in brief scenes that make the viewer wish that Robbins will find a way of escape.
Along the way, he is gang raped by prisoners and treated harshly by a brutal warden and some of his spirit seems to vanish. But Robbins is quietly effective as a prisoner who makes a good adjustment when he takes charge of the prison library and sees to it that there's a wider selection of books than the kind of potboilers that King is noted for writing. A touch of irony here, no? The closing scenes are a bit of a stretch and a reminder of just who wrote this prison tale--but still, they make an impact because of all that happens before.
It's a bittersweet story, a sort of horrific fairy-tale of what might have happened, but the viewer will be caught up in the story because of the tremendously skillful story-telling magic of Stephen King and director Frank Darabont who also wrote the screenplay.","Doylenf","https://www.imdb.com/user/ur1048771/?ref_=tt_urv","17 September 2006","7"
"","","Shawshank Redemption Comes Out Clean","https://www.imdb.com/review/rw3039629/?ref_=tt_urv","What can I say about this movie that hasn't already been said? It's a prison movie, yes, but it is so much more than that. First, let me divvy out kudos to those who deserve it: Stephen King for writing this magnum opus, Frank Darabont for his stellar directing, Tim Robbins for the job he did and, of course, Morgan Freeman for knocking the ball out of the park one this movie.
This was a movie that could be loved and felt by men and women alike. It was about losses and gains, hope and despondence, injustice and rectitude, and definitely about friendship. Prison just happened to be the backdrop of this film but it could have easily been anyplace. The prison setting played a critical role and was interwoven into the overall story but it wasn't the story. The story was so much more and the movie did so well in pulling you in and making you care. You couldn't help but loathe the warden and his right-hand-man. You couldn't help but like Andy and Red. You couldn't help but want the happy ending.
Absolutely, Shawshank Redemption is a masterpiece. It didn't get the awards it deserved, but like the Utah Jazz in the late 90's playing the Bulls, Shawshank Redemption faced tough competition. Although, it is getting its recognition here and it deserves the high praise.","view_and_review","https://www.imdb.com/user/ur3670492/?ref_=tt_urv","25 June 2014","10"
"The Shawshank Redemption","https://www.imdb.com/title/tt0111161/?ref_=tt_urv","Emotionally Fulfilling","https://www.imdb.com/review/rw1822900/?ref_=tt_urv","10 out of 17 found this helpful. Was this review helpful? Sign in to vote.
Permalink","gcd70","https://www.imdb.com/user/ur13887584/?ref_=tt_urv","19 February 2008","8"
"","","When they give you life, that's what they take","https://www.imdb.com/review/rw1663971/?ref_=tt_urv","Out of the fertile mind of American author Steven King, comes the incredible prison story called ""The Shawshank Redemption."" It is the story of a young banker named Andy Dufresne (Tim Robbins) who has been falsely convicted of murdering his wife and her lover. Sent to the notorious Shawshank, Dufresne, is subjected to the standard abuses every prisoner faces. During the ensuing years however, he is further subjected to additional punishment by the ""Sisters"" who enjoy torturing what they call 'fresh fish.' Still Andy tries to survive each day of his sentence as best he can. Being extremely agile at his banking craft, he overhears Captain Byron T. Hadley (Clancy Brown) complain of his personal financial problems. This single incident allows Andy to take advantage of his dire situation and become useful once again. Over the years, he becomes friends with fellow convict Ellis ""Red"" Redding who is adroitly played by veteran actor, Morgan Freeman. When warden Samuel Norton (Bob Gunton) learns of Dufresnes' financial ability, he immediately takes advantage of it. This arrangement presents many financial opportunities for the brutal warden and the meticulous and patience prisoner. Both can benefit from the outcome. The warden intends to retire richer and Hope is the only benefit Andy ascribes to. Be he has he has more talent than the warden suspects. With additional characters actors like William Sadler as Heywood, Gil Bellows as Tommy, Mark Rolston as Bogs and legendary James Whitmore who lends a superior performance as Brooks Hatlen, this film is destined as a classic for the enjoyment of every audience. ****","thinker1691","https://www.imdb.com/user/ur3902771/?ref_=tt_urv","29 May 2007","9"
"","","Shamelessly uplifting; a heartfelt classic","https://www.imdb.com/review/rw1779510/?ref_=tt_urv","It was the film that never seemed to have a break cut out for it. Adapted from a Steven King short story (usually a sure sign of success), yet a disappointment at the box office. Nominated for seven Oscars, yet emerging with no wins. But, hope sprung eternal, and, as life began to imitate art, like its central characters, the film The Shawshank Redemption overcame such initial adversity to become one of the most revered and cherished films of all time.
Director/screenwriter Frank Darabont, working from Steven King's short story 'Rita Hayworth and the Shawshank Redemption' brings the tale to life in a superbly powerful and emotionally flooring fashion. Darabont's script executes the incredibly difficult task of speaking directly to the human spirit, with its tale of passion and dedication overcoming captivity and adversity. Few modern films are bold enough to tackle such shamelessly inspirational themes as Shawshank's without coming across as painfully clichéd, but Darabont's airtight script, chock full of timeless lines, and steady, careful directing are enough to raise the film above such concerns, instead marking a film of which the emotional magnitude is seldom paralleled. From Roger Deakins' sweeping, operatic cinematography, to Thomas Newman's truly beautiful and inspiring musical score, to the dank, gritty realism of Shawshank prison itself, the film's consistent quality on all fronts is truly stunning.
It is easy to see a story such as this easily falling flat with an inferior cast taking on the material, but Darabont's incredibly gifted and memorable cast is truly up to the challenge, taking a wonderful story and making it truly timeless. Tim Robbins truly brings unconventional convict Andy Dufresne to life, never without a passionate twinkle in his eye, even in his most beaten down and hopeless of scenes. Rather than typical leading man grandstanding, Robbins is wise enough to remain subtle and detached throughout, making the role all the more mysterious and endearing as a result. The inspired casting of Morgan Freeman as fellow inmate 'Red' resulted not only in a series of sumptuous voiceovers by one of the most melodious voices in Hollywood, but also in a genuinely heartwarming supporting character, with Freeman building a career of playing similar 'wise mentor figures' off his performance. The supporting cast being comprised mainly of relative unknowns strengthens the believability of their characters, leading the audience to see them as their character and not as the star behind the role. Bob Gunton is chillingly effective as the hate-inspiring prison warden, infusing more menace into his reedy voice and deadpan stare than any scenery chewing antagonist could capture. Character actor Clancy Brown also crafts another simple but effective antagonistic role as the captain of the guards. Gil Bellows is a strong presence as a rebellious inmate, and James Whitmore is charming and lovable as aged prison librarian Brooks.
Overall, The Shawshank Redemption is an astonishing accomplishment, addressing shamelessly uplifting themes in a fashion which is sentimental, but never sappy, larger than life, but never melodramatic. In many ways the film feels like a throwback to the days of classic cinema where directors strove to make films which made their audiences happy, but Darabont easily dodges contemporary scorn by unabashedly and honestly pitching the film towards the human spirit, and firmly establishing it as a timeless classic with its impeccable package of flooring technical work, screen writing and acting. Far from being a simple ""prison drama"", the sheer emotional voyage of The Shawshank Redemption is enough to drain any viewer, both crushing their spirits then euphorically raising them in a truly peerless fashion. While Red may declare hope to be a dangerous thing, it's Darabont's fearless tackling of the tricky subject which really sets Shawshank free.
-10/10","pyrocitor","https://www.imdb.com/user/ur3728510/?ref_=tt_urv","12 December 2007","10"
